Descriptor,Aliases,DUNS
Ekuiti Nasional Berhad,Ekuiti Nasional Bhd (Ekuinas)|Versa Manufacturing Sdn Bhd|Davex Sdn. Bhd.,534410429
El Nasr Dried Agricultural Products,Nasr Dried Agricultural Products|Nasr Dehydrated Agricultural Products|El Nasr Dehydrated Agricultural Products|النصر لتجفيف المنتجات الزراعية,499310654
Elahadad Storage And Marketing Mixt Ltd,,
Eldermount Ltd,,
Elders Rural Services Ltd,Elders Australia Limited,751589680
Electra Real Estate Ltd.,,600727416
Electra SARL,empresa de electricidade e água,645271438
Electrak International Limited,Electrak Ltd,225174507
Electrical Equipment Company,"Williams Supply, Inc.",003202488
Electronic Theatre Controls Inc,Lichtsysteme|ETC|Electronic Theatre Controls,089852826
Elektrotyazhmash,Электротяжмаш|Elektrovazhmash,565547205
Elenite AD,,673087461
Elimon A.S.,,
Elite Semiconductor Microelectronics Technology Inc,Elite Semiconductor Memory Technology Inc.|晶豪科|晶豪科技股份有限公司|Elite Semiconductor Microelectronics Technology Inc|宜揚科技股份有限公司|Eon Silicon Solution Inc.|宜扬科技股份有限公司,657593534
Elitron Liberec as,ELITRON AS (LIBEREC),644171738
Elixir Medical Corporation,,197869980
Ellba Eastern Private Ltd.,,628454712
"Elliott Capital Advisors, L.P.","Liverpool Limited Partnership|Liverpool LP|Liverpool Fund|Elliott Associates, L.P.|Elliott Associates LP|Exact|Liverpool Ltd|Elliott Advisors UK Ltd|Fondo Liverpool",009726399
Ellipse Technologies Inc.,,
Ellis Mechanical Services Ltd.,,211904016
Eloda Corporation,Vanguard Technologies Inc.|Eloda 2006 Corporation,243122574
Elopak Canada Inc,,
Elq S.A.,MSI Medical S.A.|OneRay Investment SA|IPO S.A.|ZPUE ELQ Sp. z oo|OneRay Investment S.A.,422145511
Elran (D.D) Investments Ltd,Ellern's Investments Corp Ltd|Elran DD Investments Ltd|Ellern (D.D) Investments Corp. Ltd.|Ellern (D.D.) Investment Corp. Ltd.|Ellern (D.D) Investment Corp. Ltd.|ELLERN MIGDAL INVESTMENT CORP LTD|Ellern Migdal Investment Corp.|Ellern (D.D) Investments Ltd.|Ellern-Migdal Investment Corp.|Elran D.D. Investments Ltd.|Ellern (DD) Investment Corp. Ltd.|Ellern (DD) Investments Ltd.|Elran (DD) Investments Ltd|Elran Real Estate Ltd,600176077
Elran Real Estate Ltd,,600176002
Elsid S.A.,ELSID SA,535009336
Embark Group Limited,,
Emertec Gestion S.A.,,390576028
Emil Adolff,,316117613
Emil Steidle GmbH & Co.KG,,315560110
Empresa Brasileira de Telecomunicacoes SA,BrasilCenter|EMPRESA BRASILEIRA DE TELECOMMU|EMBRATEL,897183844
Empresa Electricidad del Peru - Electroperu SA,EMPRESA DE GENERACION ELECTRICA NORPERU|Electroperu SA,934174715
Empresa Nacional de Telecomunicaciones SA,Entel|Empresa Nacional de Telecomunicaciones de Colombia|Telecom de Colombia,880141031
Empresa de Generacion Electrica San Gaban SA,,934724931
Empresas Emel S.A.,Transemel SA|Empresa Electrica de Melipilla Colchagua y Maule SA|Elecda SA|Emelat SA|Emel SA|Emelectric SA|Empresas Emel SA|Eliqsa SA|Emelari SA,980340145
Empresas Hites Sociedad Anonima,Hites|Hites SA,980919906
Enarai Finance Ltd,,650411267
Encho Co Ltd,エンチョー|ENCHO CO|Encho Co. Ltd.,690678875
Encore Wireless Inc,Diversified Industries Inc|EZ Connect Inc|EZConnect Inc.|Silver Exploration Inc,134876882
Enel Sole Srl,,
"EnerMech, Ltd.",Specialist Maintenance Services Ltd.|Diversified Oil Field Services Inc|Scotia Oilfield Trading FZE|MInteg Ltd|EnerMech India Pvt Ltd|Control Valve Technology Pty Ltd|A1 Safety Training Consultants Ltd.|Pavitt Energy Limited,211104959
Energeticheskaya Kompaniya Too,,
Energia Innovacion y Desarrollo Fotovoltaico SA,EiDF Solar|EDF Solar,461452209
Energiakolmio Oy,,540276602
Energie Beheer Nederland BV,ENERGIE BEHEER NEDERLAND BV|ENERGIE BEHEER NEDERLAND|EBN,404265795
Energisa Paraiba,SAELPA,899239198
Energomash (UK) Ltd.,"Energomash NPO|Energomashkorporatsiya|ОАО ""Энергомашкорпорация""|Energomash Corporation|JSC Energomashcorporation",519987841
Energtek Inc.,Elderwatch Inc.,613416739
Energulf Resources Inc,Gold Zone Exploration Inc.|Goldzone Exploration Inc|Columbus Copper Corporation,255385742
Energy Plus Income Trust,,241312383
Energy Revenue America Inc,NavStar Technologies Inc.,968162425
Engage XR Holdings PLC,VR Education Holdings Plc|Immersive VR Education Ltd,985700888
Engie Resources,"GSERNA|Tractebel Energy Services, Inc.|GDF Suez Energy Resources North America|GDF SUEZ Energy Resources NA Incorporated Company|Suez Energy Resources NA Inc.",099668332
Engine Valves Ltd,,650056773
Engineering Projects India Ltd,,650077753
Engro Corporation Limited,Engro Powergen Limited|ENGRO CHEMICALS PAKISTAN|Engro Fertilizers Limited|Engro Chemical Pakistan Limited|ENGRO CHEMICALS|Innovative Automation & Engineering (Private) Limited|Engro Innovative Automation Ltd|Engro Elengy Terminal Limited|Engro Group|Engro Polymer & Chemicals Limited|ENGRO PAKISTAN|Engro Energy (Pvt) Limited|ENGRO CHEMICAL PAKISTAN LTD,645532370
Enice Holding Co Ltd,,664140769
Enigma International Holdings Ltd,,295114136
Enigma Productions Limited,,227199452
Ensurance Ltd,Parker Resources N.L.|Parker Resources Ltd.,745062955
Entela Inc,,079294120
Enterprise (Aol) Limited,,
Enterprise Recruitment Ak South Limited,,
Entie Commercial Bank,,
Entrepose Contracting,Amec Spie Capag|Geocean SAS|Spie Capag|CAPTRADE SAS,378851430
Entreprises Jacques Delens,,
Enza Zaden Beheer B.V.,,413208836
Enzymatica AB,,775407435
Epitiro Group Ltd.,Purple Sun|Epitiro Ltd.|Epitiro (Australia) Pty Ltd.|Epitiro Global Broadband Benchmarking|Epitiro Australia Pty Ltd.,239510394
Equal Exchange Inc,,174827121
Equess Communications Inc,PowerTel Communications Inc.,253842389
EquiPower Resources Corp,,962720772
Equitas Small Finance Bank Ltd,Equitas Finance Pvt Ltd|Equitas Bank|Equitas SFB,860255142
Equitech Corp,,201836215
Erasmus Verzekeringen NV,Levensverzekering Maatschappij Erasmus NV|Schadeverzekering Maatschappij Erasmus NV,405360108
Erdac Inversiones SA SICAV,Aerdac Inversiones S.A.|Aerdac Inversiones SA SIMCAV,462002044
Erech Finance Cahalacha Ltd.,Insuline Medical Limited|InsuLine Medical Ltd.,532005142
Erhard Haertl Verwaltungs GmbH and Co KG,Narva Berliner Gluhlampenwerk,314305749
Ernest R Shaw Ltd,,292100591
Escorts Ltd,Escorts Herion Ltd|ESCOSOFT Technologies Ltd|Escotel Telecom Ltd|Escorts Construction Equipment Ltd|Escorts Tractors Ltd|Escorts Hospital and Research Centre Ltd|Escorts Telecom Ltd|iServ India Solutions Pvt. Ltd|Escorts Group|Escorts Heart Institute & Research Centre Ltd|Escorts Agri Machinery Inc|Esconet Services|Escorts Limited|Estel|إسكورتس ليمتد,650057755
Esmaltaciones San Ignacio SA,ESISA|SAN IGNACIO,461026999
Esperotia Energy Investments SA,Esperotia Energy Investments Ltd.|Esperotia Energy Investments Sp z o o|Esperotia Energy Investments Spółka Akcyjna,426662218
Essel Securities plc,,215834524
Essenhaus Inc.,,
Eto Doors Corporation,,
EuRailCo GmbH,trans regio Deutsche Regionalbahn GmbH|Trans Regio,332745301
Euram Bank Asia Limited,,
Eureka Mining Plc,,
Euro Disney SCA,EURO DISNEYLAND SCA|Disneyland Paris|Disneyland Parijs|EURO DISNEY SCA|EURO DISNEYLAND STE COOPERATIVE AGRICOLE|Euro Disney SAS|EURO DISNEYLAND|EURODISNEYLAND|EURODISNEY SCA,381517754
Eurobolsa Seleccion SICAV SA,,862856879
Euroleasing GmbH,EUROLEASING GESELLSCHAFT MIT BESCHRAENKT,328251079
European Business Jets PLC,,718783322
European Dynamics SA,,728423943
Europetrol SpA,,436179840
Europlan Financial Services,,225579739
Eurotech France,,
Euroxx Securities SA,,499615685
Evadin Industrias Amazonia SA,,898199237
Eve Com,,035393300
"Evergy, Inc.","Westar Energy, Inc.|Monarch Energy Holding Inc|Evergy Kansas Central, Inc.|KCP&L|Great Plains Energy Inc|Kansas City Power & Light Co",081252279
Evolution Support Services Pty Ltd,,
Ewingz Systems Inc,,104618355
Exa-Fruchtimport GmbH & Co. KG,,
Excel Shipping Limited,,397394834
Excellency Investment Realty Trust Inc.,"Gift Liquidators, Inc.|Gift Liquidators Inc.",611824389
Exela Technologies Inc,Asterion International Group|Novitex Holdings Inc.|Corduro Inc.|SourceHOV Holdings Inc.|Quinpario Acquisition Corp. 2,064381248
Exeter City Council,County Council of Exeter|Exeter Council|Council of Exeter|Exeter Borough Council|borough Council of Exeter|Exeter County Council,236473328
Exeter Property Group Llc,,798719428
Exmoor Ales Ltd.,Exmoor Ales Brewery,399662097
"Eyes on the Go, Inc.",Avenue Exchange Corp|Mutual Exchange International Inc|All Pro Sports Marketing Inc,078811559
F H L Manufacturing - Trading Co SA,"Mermeren Kombinat AD Prilep|FHL Mermeren Kombinat AD Prilep|FHL Manufacturing-Trading Co. S.A.|Kyriakidis Granit & Marble S.A.|Kryiakidis Marbles|F.H.L. I. Kyriakidis Marbles-Granites S.A.|Kyriakidis Marbles|Kyriakidis, I Marbles & Granit|Kiriakidis Marbles|E. Kyriakidis Marbles|Kiriakidis Granite & Marble S.A.|F.H.L. Manufactruing Trading Co. S.A.|I. Kyriakidis Marbles|F.H.L. Manufacturing Trading Co. S.A.|Kyriakidis Granite & Marble S.A.|FHL Manufacturing Trading Co. S.A.",499352552
F.Moda - Indústria Têxtil S.A.,,
F.W. Langguth Erben GmbH & Co. KG,F W Langguth Erben GmbH & Co KG|Blue Nun|Güterverwaltung Stiftungsweingüter|Berlat SIA|Berliner Bären Siegel|H. Sichel Soehne GmbH|F W Langguth Erben GmbH und Co KG|PRIVATKELLEREI LANGGUTH|Langguth|KELLEREIEN F LANGGUTH|Fritz Wilhelm Langguth Erben GmbH & Co KG,317539823
FAMOUS ARMY STORES,,213329915
FAROS Construction Corporation,Faros Construction Corporation|Faros Construction Corp.,555533373
FCS Software Solutions Ltd,,862196073
FEM F M,,769926585
FGS Ingredients Ltd.,Old India Spice Company Limited,494350531
FHI 360,Academy for Educational Development|AED,071031280
FICS Consultancy Services Ltd.,,920626343
FILMNOVA,,230843950
FINETOL financna druzba d.d.,,672912263
FINIMCO,,373053172
FINK MODELLE,,323494195
FINOWTAL CHEMISCHE WERKE,,330002742
FISHERIS OOO,,
FLADGATE FIELDER,,222986031
FLAXYARD PLC,,217135672
FLIGHT WEST AIRLINES,FLIGHT WEST AIRLINES,740226527
FLIGHTS COACH TRAVEL,,227624418
FOREST CITY EXPORT SERVICES,,234566073
FOTAL,,449087659
FP Freizeitprojekte AG,Freizeitprojekte,483581349
FPPF Chemical Company Inc,,067529347
FRANCIS SCHUSTER,,292178811
FREE CHOICE TELEVISION,,415108273
FREEDMAN AND COMPANY,,211211206
FREESTYLE PUBLICATIONS,,504259607
FRESH APPROACH FOODS,,525241170
FSA Management Group LLC,,962347618
FSM Technologies,,348571266
FTF Publications,,226773745
FUCHS Fertigteilwerke Ost GmbH,,
FUTURE CARE HOLDING AG,,488084781
FW WOOD,,387505738
Fabrene Inc,,
Fabryka Lozysk Tocznych (Krasnik),,
Fachinformationszentrum Chemie GmbH,FIZ Chemie Berlin|FIZ Chemie GmbH,317838282
Faienceries de Sarreguemines Digoin et Vitry le Francois,Faienceries de Sarreguemines Digoin et Vitry-le-Francois|FAYENCERIES DE SARREGUEMINES DIGOIN ET V|FSDV,275363349
Fairfield Industries Ltd,FAIRFIELD INDUSTRIES INC,217837365
Falcom Saudi Equity ETF,Falcom Saudi Equity Fund|FALCOM Saudi Equity ETF|فالكم للأسهم السعودية,557773970
Famfa Oil Limited,,535360788
"Family Christian Stores, Inc.",Family Christian Stores Inc,878226281
Familytex (BD) Limited,,731577032
Fantastic Sams Franchise Corporation,Fantastic Sam's,064686569
Fantex Holdings Inc.,"Fantex Arian Foster|Fantex, Inc.|Fantex Brokerage Services, LLC",078692698
Farebrother,,
Farmaceutica Remedia SA,Farmaceutica Remedia S.A.|Farmaceutica Remedia S.A. Deva,683062975
Farmers & Merchants Bancorp Inc,"Ossian Financial Services, Inc.|Limberlost Bancshares Inc|Ossian State Bank|Bank of Rio Vista|Bank Of Geneva|Farmers and Merchants Bancorp Inc",189234842
Farming Agricola Sa,,
Farmplan Group Ltd,Farmplan International,228056941
Fars Chemical Industries Co.,,534614529
Faruk Agdemir Tahmil Tahliye Turizm Ithalat Ihracat Sanayi Ve Ticaret Limited Sirketi,,
Faster Enterprises Ltd,,759831969
Fathima Dental Clinic,,
Fawanis Sdn Bhd,,863436721
Federal Home Loan Bank Of Topeka,The Federal Home Loan Bank of Topeka,848489183
Federal-Mogul Goetze (India) Ltd,Goetze Ltd.|Federal Mogul Goetze India Ltd|Escorts Mahle Ltd|Escorts Pistons Ltd|Goetze India Ltd.|Goetze (India) Ltd|GOETZ INDIA LTD,650076961
Federale Participatiemaatschappij,F P M|S F P|FEDERALE DE PARTICIPATIONS|Banque CGER France|FEDERALE PARTICIPATIEMIJ,370515165
Federation of Master Builders,,291890598
Federation of Wholesale Distributors,the Federation of Wholesale Distributors,237027826
Feinjersey Colours Gmbh & Co Kg,,
Femco-Management Ltd,,
Fenix Solutions S.R.O.,,
Fenwick Ltd,Williams & Griffin|Bentalls PLC|HE Williams & Company,212322028
Ferber Mining Corp,,246829147
Fercometal,,
Ferramenta Adda Spa,,
Ferrocarril del Pacifico SA,Ferrocarriles del Pacifico|Fepasa,980450944
Ferry Capitain,,275039246
Fertrans AG,,480599307
Fiat Auto Financial Services SpA,Fafs|FIDIS|Fidis Retail Italia SpA|Finanziaria Di Sviluppo SpA,447946760
Fidarte Holding AG,,480215925
Fimaro S.A.,Fimaro Cluj,364764972
"Financial Gravity Companies, Inc.",Prairie West Oil & Gas Ltd|Prairie West Oil and Gas Ltd|Kat Racing Inc.|Forta Financial Group|Pacific Oil Co|Financial Gravity Companies Inc.,967094868
Financial Marketing Consulting Group Plc,,294968565
Financiera Regional del Sur SA,,934775495
Financiere de l'Ombree,Eolane Tallinn|Eolane|Elcoteq Tallinn,549371508
Finanzen Verlag GmbH,,
Finanzministerium des Landes Nordrhein-Westfalen,finance ministry of North Rhine-Westfalia|Finanzministerium Nordrhein-Westfalen|nordrhein-westfälisches Finanzministerium|Finanzministerium in Nordrhein-Westfalen,332633767
"Fincantieri Marine Systems North America, Inc.","FDGM Inc.|Fincantieri Marine Systems North America, Inc.|FDGM, Inc.|Fincantieri Marine Systems (North America), Inc.",113068027
Fine 2 Co Ltd,"ファイン・ツー|ファイン２|Fine 2 Co.,Ltd.",701172884
Fine Stamps Ltd,,216909408
Finisar Germany GmbH,u2t Photonics AG,388189524
Finlay Colombo PLC,Finlay Colombo PLC|James Finlay & Company (Colombo) Limited|James Finlay & Company Colombo|Finlay (Colombo) PLC,659374599
Finlux Oy,Oy Turun TV-tehdas Ab|Finlux Ltd,651946972
Finnmark Supply K/S,,519151013
Firadec,,266097328
Firefly Green Technologies Inc.,,845230221
Firma Morena-Iset Ooo,,354902115
Firriato Distribuzione Srl,,
First Arkansas Insurance,,802984922
First Asset Active Credit Fund,First Asset Yield Opportunity Trust|Preferred Securities Limited Duration Fund,243291262
First Asset Energy & Resource Fund,Triax Resource LP,201212243
First Calgary Petroleums Ltd,,241601194
First Capital Equities Ltd.,First Capital Equities Limited,645492898
First Communications Inc,"GCI Globalcom Holdings, Inc|Globalcom Inc",048469253
First Consulting Group Inc,"Coactive Systems Corp|Codigent Solutions Group Inc|FCG Infrastructure Services Inc|Integrated Systems Consulting Group Inc.|Zorch, Inc.|1st Consulting Group Inc.|First Consulting Science Vietnam|FCG Software Services|FIRST CONSULTING GROUP|FIRST CONSULTING GROUP FCG",031903834
First Federal Bank,,020183398
First Freedom Productions Limited,,296619380
First Industrial Realty Trust Inc,FIRST INDUSTRIAL REALTY TRUST|FIRST INDL RLTY TR INC,849360359
First Interstate BancSystem Inc.,"Great Western Bancorpation Inc|First Interstate Bank|Flathead Bank of Bigfork, Montana|First Interstate Bancsystem, Inc.|Northwest Bancorporation Inc|First Interstate BancSystem Inc|Idaho Independent Bank|Community 1st Bank|First Interstate Bancsystem of Montana Inc.|Cascade Bancorp Inc",093300853
First Motor Company Limited,,
FirstCaution SA,Firstcaution AG,484991398
FirstSmart Sensor Corporation,,252722012
Fiserv Lending Solutions,,080845782
Fisher German LLP,Shuldham Calverley,497439190
Fitipower Integrated Technology Inc,天鈺科技股份有限公司|天钰科技股份有限公司,657196796
Flamingo Computers SA,,364763412
Flammarion SA,Casterman Edition|FLAMMARION SA,571979699
Flare Construction Llc,,
Fleet Capital Trust IX,,791300804
Flexopack SA,,728519302
Flogas UK Ltd,,219158391
"Florabella International, LLC",Millennium Electronics Inc|Speaking Roses International Inc|Beacon Capital Investment Inc,018679257
Flow Industries,,079774929
Fluidigm Corporation,"DVS Sciences, Inc.",133223631
Fly Fishing Technology Limited,,295400303
Focus Business Communications Oy,FOCUS BUSINESS COMMUNICATIONS,539746784
Focus Pointe Global,,194205134
Focus Technology Company Limited,焦点科技|Focus Technology|焦點科技,547104547
Focused 40 Income Fund,,241312482
Fomack Energy Inc,,252305586
Food and Drink Federation,Food & Drink Federation|FDF|Fédération des aliments et des boissons|Britain's Food and Drink Federation|UK Food and Drink Federation|UK's Food and Drink Federation|Federación de alimentos y bebidas,225225499
Forbes Sinclair and Associates,,377924873
Fordy Thompson (Holdings) Limited,,
Foresight Clearwater VCT PLC,,216906850
Forshey Prostok LLP,,023438067
Fort Bend County Toll Road Authority,FBCTRA,829703276
Fortis Minerals Inc,Fortis Minerals LLC,020699926
Fortunet Inc,,362482382
Forum Publishing Co,,037054749
Foshan Nanhai Hongda Metal Products Co. Ltd.,,
Fosseway Homes,,769439746
Foster Fallon,,228680450
Foster Wheeler Italiana SpA,Foster Wheeler Italiana SpA|Foster Wheeler Italiana,428012777
Fotec Inc,FOTEC INC,038779377
Foundation Telecommunications Inc,Lambda Communications Inc,152631040
Fountain Healthy Aging Inc,Celtic Cross Ltd|eSavingsStore com Inc|Immureboost Inc,784367745
Four Oaks Fincorp,Four Oaks Bank and Trust Company|Four Oaks Bank & Trust Company|Nuestro Banco,799947635
"Fourier Systems, Inc.",Fourier Systems Inc.,804408776
Fowler Sandford,,368385068
Fox Searchlight Pictures,,059501572
Framlington Second Dual Trust PLC,,237449496
France Emballage,,739527133
Fransmer Services,,595158114
Fraser & Neave Holdings Berhad,Lion Share Management Limited|Fraser & Neave (Malaya) Sdn Bhd|Fraser & Neave Holdings Bhd|F&N Dairies (M) Sdn Bhd|F&N Holdings Berhad|F&N Coca-Cola (Malaysia) Sdn Bhd|Fraser and Neave|Arolys Singapore Pte Limited|F&N Beverages Manufacturing Sdn Bhd|F&N Dairies (Malaysia) Sdn Bhd|花莎尼可口可樂（馬）私人有限公司|花莎尼控股有限公司|星獅控股有限公司|Malaya Glass Bhd|F&N Capital Sdn Bhd|F&N Beverages Marketing Sdn Bhd|Fraser & Neave Malaysia|Utas Mutiara Sdn Bhd|PML Dairies Sdn Bhd|Wimanis Sdn Bhd|Borneo Springs Sdn Bhd|F&N Dairies (Thailand) Limited|花莎尼可口可乐（马）私人有限公司|星狮控股有限公司|Elsinburg Holdings Sdn Bhd|F&N Foods Sdn Bhd|F&N Properties Sdn Bhd|Premier Milk (Malaya) Sdn Bhd,652431982
Fraser Creations,,
Fraser Glennie and Partners,,507259703
Fraticelli Oil Co Inc.,,
Frederick Chevrolet Inc,,
FreeBalance Inc,,247451958
Freedom Newspapers Inc,FREEDOM NEWSPAPERS,831785949
Fridom Finans Ukraina Tov,,
"Frigorificos de Vigo, S.A.",,461182263
Frontyard AB,DALTEK|Daltek AB,355502485
Fruktal MAK AD Skopje,,645159898
Fti Consulting (China) Limited,,
Fubon Direct Marketing Consulting Co. Ltd.,,
Fubon Financial Holding Company Limited,北富银人身保险代理人|フーボンフィナンシャル|Taipei Fubon Commercial Bank|فوبون المالية القابضة المحدودة|富邦产物保险股份有限公司|富邦創業投資管理顧問股份有限公司|Taipei Bank Company Limited|Taipei Fubon Bank|富邦产险|富邦人壽|Fubon Securities Company Limited|运彩科技股份有限公司|Fubon Life Insurance Company|富邦投信|富邦保险（越南）有限公司|Fubon Group Company Limited|台北富邦商業銀行股份有限公司|富邦證券|Fubon Insurance Company Limited|富邦證券投資信托股份有限公司|Fubon Bank|富邦行销股份有限公司|富邦金融控股股份有限公司|運彩科技股份有限公司|富邦保險（越南）有限公司|富邦证券投资信托股份有限公司|富邦金控|富邦人寿|富邦產物保險股份有限公司|富邦证券|富邦人壽保險股份有限公司|富邦金控創業投資股份有限公司|FUBON FINANCIAL HOLDING CO.|富邦綜合證券股份有限公司|富邦创投管顾|運彩科技|FUBON LIFE INSURANCE CO.|富邦產險|Fubon AMC Company Limited|富邦金控创业投资股份有限公司|Fubon Bank of Taiwan|富邦资产管理股份有限公司|Fubon Financial Holding Venture Capital Company Limited|富邦金控创投|富邦创业投资管理顾问股份有限公司|Fubon Asset Management Company Limited|富邦資產管理股份有限公司|台北銀行|富邦行銷股份有限公司|富邦人寿保险股份有限公司|富邦創投管顧|北富銀人身保險代理人|富邦综合证券股份有限公司|Fubon Venture Capital Consulting Company Limited|Fubon Commercial Bank|شركة فوبون المالية القابضة|فوبون المالية القابضة|富邦保代|运彩科技|富邦资产管理|台北富邦商业银行股份有限公司|Taiwan Sport Lottery Corporation|台北银行|富邦金控創投|富邦資產管理|Fubon Direct Marketing,658088781
